tissue,dataset,total_counts,n_genes_detected
PB,GSE133028,4608.0,1469
PB,GSE133028,4688.0,1589
PB,GSE133028,6769.0,2155
PB,GSE133028,4233.0,1288
PB,GSE133028,502.0,341
PB,GSE133028,673.0,462
PB,GSE133028,4572.0,2369
PB,GSE133028,5732.0,1897
PB,GSE133028,515.0,384
PB,GSE133028,3376.0,1348
PB,GSE133028,758.0,521
PB,GSE133028,4734.0,1708
PB,GSE133028,3064.0,1606
PB,GSE133028,3863.0,1868
PB,GSE133028,4410.0,1961
PB,GSE133028,3939.0,1742
PB,GSE133028,778.0,542
PB,GSE133028,2167.0,1370
PB,GSE133028,4713.0,2161
PB,GSE133028,4980.0,1588
PB,GSE133028,726.0,489
PB,GSE133028,4650.0,1857
PB,GSE133028,721.0,458
PB,GSE133028,4678.0,1787
PB,GSE133028,10078.0,4371
PB,GSE133028,12716.0,3656
PB,GSE133028,6678.0,2265
PB,GSE133028,4557.0,2359
PB,GSE133028,772.0,612
PB,GSE133028,781.0,550
PB,GSE133028,1877.0,984
PB,GSE133028,5014.0,2358
PB,GSE133028,700.0,538
PB,GSE133028,672.0,548
PB,GSE133028,4655.0,1888
PB,GSE133028,4417.0,1539
PB,GSE133028,3703.0,1754
PB,GSE133028,4500.0,1418
PB,GSE133028,2718.0,1017
PB,GSE133028,1963.0,1020
PB,GSE133028,541.0,390
PB,GSE133028,870.0,538
PB,GSE133028,1687.0,997
PB,GSE133028,5010.0,1741
PB,GSE133028,4607.0,1586
PB,GSE133028,2536.0,981
PB,GSE133028,4444.0,2491
PB,GSE133028,4315.0,1725
PB,GSE133028,1424.0,820
PB,GSE133028,4137.0,1595
PB,GSE133028,5041.0,1663
PB,GSE133028,4794.0,1516
PB,GSE133028,2923.0,1477
PB,GSE133028,5059.0,2121
PB,GSE133028,526.0,371
PB,GSE133028,4225.0,1362
PB,GSE133028,4048.0,1674
PB,GSE133028,4823.0,1608
PB,GSE133028,711.0,473
PB,GSE133028,6449.0,1971
PB,GSE133028,5209.0,1709
PB,GSE133028,4340.0,1545
PB,GSE133028,5000.0,1481
PB,GSE133028,2458.0,1455
PB,GSE133028,3839.0,1685
PB,GSE133028,871.0,589
PB,GSE133028,2902.0,1170
PB,GSE133028,3549.0,1150
PB,GSE133028,4924.0,1528
PB,GSE133028,7573.0,3177
PB,GSE133028,2739.0,1338
PB,GSE133028,4309.0,1462
PB,GSE133028,3748.0,1673
PB,GSE133028,894.0,597
PB,GSE133028,2020.0,855
PB,GSE133028,1209.0,821
PB,GSE133028,3238.0,1799
PB,GSE133028,6109.0,1616
PB,GSE133028,5300.0,1620
PB,GSE133028,5054.0,1775
PB,GSE133028,1030.0,672
PB,GSE133028,3350.0,1364
PB,GSE133028,1957.0,1025
PB,GSE133028,4463.0,1572
PB,GSE133028,2192.0,1051
PB,GSE133028,4812.0,1704
PB,GSE133028,2834.0,1067
PB,GSE133028,3835.0,1953
PB,GSE133028,592.0,406
PB,GSE133028,8061.0,2587
PB,GSE133028,534.0,424
PB,GSE133028,4524.0,1675
PB,GSE133028,3671.0,1428
PB,GSE133028,12176.0,4084
PB,GSE133028,2383.0,1366
PB,GSE133028,4613.0,1895
PB,GSE133028,4840.0,1526
PB,GSE133028,719.0,504
PB,GSE133028,2945.0,1892
PB,GSE133028,5143.0,2134
PB,GSE133028,747.0,475
PB,GSE133028,677.0,515
PB,GSE133028,4412.0,1461
PB,GSE133028,3653.0,1387
PB,GSE133028,4837.0,1712
PB,GSE133028,1329.0,689
PB,GSE133028,3130.0,1715
PB,GSE133028,3231.0,1289
PB,GSE133028,638.0,490
PB,GSE133028,3196.0,1655
PB,GSE133028,2258.0,1556
PB,GSE133028,3216.0,1555
PB,GSE133028,7167.0,1937
PB,GSE133028,1086.0,702
PB,GSE133028,5354.0,2579
PB,GSE133028,5387.0,2719
PB,GSE133028,4063.0,1230
PB,GSE133028,4733.0,1779
PB,GSE133028,3085.0,1457
PB,GSE133028,2455.0,1461
PB,GSE133028,711.0,497
PB,GSE133028,3279.0,1576
PB,GSE133028,3252.0,1667
PB,GSE133028,3283.0,1573
PB,GSE133028,3706.0,1631
PB,GSE133028,5178.0,2638
PB,GSE133028,4893.0,1546
PB,GSE133028,13956.0,3793
PB,GSE133028,4119.0,1658
PB,GSE133028,2996.0,1482
PB,GSE133028,2956.0,1560
PB,GSE133028,5075.0,2069
PB,GSE133028,5617.0,2137
PB,GSE133028,2663.0,1229
PB,GSE133028,2677.0,1321
PB,GSE133028,2052.0,815
PB,GSE133028,2228.0,1001
PB,GSE133028,21212.0,4455
PB,GSE133028,2497.0,1623
PB,GSE133028,5986.0,1764
PB,GSE133028,1600.0,684
PB,GSE133028,791.0,494
PB,GSE133028,708.0,497
PB,GSE133028,2112.0,1383
PB,GSE133028,3388.0,1447
PB,GSE133028,5756.0,1662
PB,GSE133028,2561.0,1275
PB,GSE133028,5229.0,1847
PB,GSE133028,580.0,443
PB,GSE133028,4450.0,1492
PB,GSE133028,3625.0,1392
PB,GSE133028,5453.0,2107
PB,GSE133028,3699.0,1647
PB,GSE133028,4405.0,1927
PB,GSE133028,1008.0,688
PB,GSE133028,3741.0,2159
PB,GSE133028,3161.0,1703
PB,GSE133028,4485.0,1606
PB,GSE133028,688.0,447
PB,GSE133028,4693.0,2314
PB,GSE133028,5705.0,2121
PB,GSE133028,10256.0,4116
PB,GSE133028,1238.0,841
PB,GSE133028,3333.0,1267
PB,GSE133028,1215.0,773
PB,GSE133028,3147.0,1330
PB,GSE133028,3700.0,1457
PB,GSE133028,520.0,370
PB,GSE133028,5690.0,1861
PB,GSE133028,5680.0,1890
PB,GSE133028,2229.0,1251
PB,GSE133028,604.0,431
PB,GSE133028,2495.0,1146
PB,GSE133028,4300.0,2226
PB,GSE133028,6174.0,2454
PB,GSE133028,14715.0,3279
PB,GSE133028,7017.0,1880
PB,GSE133028,2849.0,1294
PB,GSE133028,2237.0,1028
PB,GSE133028,4391.0,2522
PB,GSE133028,3747.0,1146
PB,GSE133028,4788.0,1562
PB,GSE133028,3385.0,1228
PB,GSE133028,595.0,420
PB,GSE133028,3718.0,1546
PB,GSE133028,4455.0,1754
PB,GSE133028,9042.0,2794
PB,GSE133028,800.0,588
PB,GSE133028,3265.0,1561
PB,GSE133028,994.0,641
PB,GSE133028,2686.0,1053
PB,GSE133028,651.0,454
PB,GSE133028,4530.0,1446
PB,GSE133028,783.0,511
PB,GSE133028,5274.0,1849
PB,GSE133028,625.0,435
PB,GSE133028,1371.0,694
PB,GSE133028,1210.0,590
PB,GSE133028,3494.0,1691
PB,GSE133028,7220.0,2932
PB,GSE133028,527.0,353
PB,GSE133028,7103.0,3331
PB,GSE133028,3444.0,1649
PB,GSE133028,2192.0,1267
PB,GSE133028,5568.0,2286
PB,GSE133028,5766.0,1625
PB,GSE133028,5105.0,1534
PB,GSE133028,4124.0,2016
PB,GSE133028,21652.0,4378
PB,GSE133028,3901.0,1376
PB,GSE133028,4033.0,1412
PB,GSE133028,4110.0,1644
PB,GSE133028,3862.0,1853
PB,GSE133028,8543.0,2291
PB,GSE133028,7009.0,1934
PB,GSE133028,3444.0,1244
PB,GSE133028,3209.0,1593
PB,GSE133028,1959.0,1031
PB,GSE133028,5710.0,1723
PB,GSE133028,6423.0,3150
PB,GSE133028,3183.0,1368
PB,GSE133028,13498.0,3742
PB,GSE133028,1972.0,897
PB,GSE133028,2744.0,1287
PB,GSE133028,2970.0,1353
PB,GSE133028,3059.0,1543
PB,GSE133028,4686.0,1343
PB,GSE133028,1093.0,681
PB,GSE133028,2363.0,1575
PB,GSE133028,6161.0,1860
PB,GSE133028,2136.0,1227
PB,GSE133028,4001.0,1766
PB,GSE133028,6079.0,2768
PB,GSE133028,5880.0,2573
PB,GSE133028,795.0,544
PB,GSE133028,5224.0,2316
PB,GSE133028,648.0,479
PB,GSE133028,7015.0,2225
PB,GSE133028,5001.0,2058
PB,GSE133028,3706.0,1348
PB,GSE133028,6946.0,2891
PB,GSE133028,3189.0,2042
PB,GSE133028,779.0,552
PB,GSE133028,2690.0,1549
PB,GSE133028,782.0,541
PB,GSE133028,7537.0,1923
PB,GSE133028,1455.0,745
PB,GSE133028,4442.0,1589
PB,GSE133028,4146.0,1675
PB,GSE133028,1284.0,802
PB,GSE133028,567.0,408
PB,GSE133028,4713.0,1586
PB,GSE133028,682.0,493
PB,GSE133028,3055.0,1347
PB,GSE133028,2144.0,790
PB,GSE133028,3055.0,1225
PB,GSE133028,4094.0,1468
PB,GSE133028,3519.0,2040
PB,GSE133028,3432.0,1753
PB,GSE133028,557.0,463
PB,GSE133028,6984.0,1876
PB,GSE133028,9142.0,2791
PB,GSE133028,647.0,458
PB,GSE133028,4291.0,1478
PB,GSE133028,16036.0,3790
PB,GSE133028,8422.0,2744
PB,GSE133028,1523.0,636
PB,GSE133028,845.0,574
PB,GSE133028,3407.0,1532
PB,GSE133028,2502.0,1529
PB,GSE133028,1207.0,734
PB,GSE133028,3785.0,1491
PB,GSE133028,2727.0,1393
PB,GSE133028,4937.0,1491
PB,GSE133028,3343.0,1909
PB,GSE133028,3121.0,1642
PB,GSE133028,1504.0,812
PB,GSE133028,981.0,721
PB,GSE133028,1877.0,1199
PB,GSE133028,3120.0,1608
PB,GSE133028,4890.0,1791
PB,GSE133028,700.0,444
PB,GSE133028,1376.0,848
PB,GSE133028,3656.0,1822
PB,GSE133028,2865.0,1805
PB,GSE133028,11420.0,2997
PB,GSE133028,542.0,415
PB,GSE133028,1949.0,1018
PB,GSE133028,582.0,430
PB,GSE133028,5075.0,1956
PB,GSE133028,10308.0,3189
PB,GSE133028,1021.0,652
PB,GSE133028,10280.0,4004
PB,GSE133028,7711.0,2313
PB,GSE133028,6181.0,1835
PB,GSE133028,4706.0,1594
PB,GSE133028,4007.0,1556
PB,GSE133028,736.0,514
PB,GSE133028,589.0,416
PB,GSE133028,804.0,393
PB,GSE133028,595.0,438
PB,GSE133028,2976.0,1463
PB,GSE133028,2460.0,1257
PB,GSE133028,2993.0,1571
PB,GSE133028,1417.0,851
PB,GSE133028,2450.0,1372
PB,GSE133028,4474.0,2048
PB,GSE133028,4330.0,1655
PB,GSE133028,5010.0,1744
PB,GSE133028,10479.0,3439
PB,GSE133028,1038.0,678
PB,GSE133028,4177.0,1914
PB,GSE133028,2488.0,1385
PB,GSE133028,1228.0,767
PB,GSE133028,3912.0,1485
PB,GSE133028,3699.0,1913
PB,GSE133028,4317.0,1528
PB,GSE133028,1065.0,662
PB,GSE133028,784.0,485
PB,GSE133028,4636.0,1610
PB,GSE133028,5118.0,1686
PB,GSE133028,5592.0,2087
PB,GSE133028,867.0,602
PB,GSE133028,1965.0,829
PB,GSE133028,529.0,366
PB,GSE133028,6150.0,2356
PB,GSE133028,2249.0,1303
PB,GSE133028,1596.0,984
PB,GSE133028,14266.0,3371
PB,GSE133028,2803.0,1320
PB,GSE133028,3745.0,1157
PB,GSE133028,4730.0,1405
PB,GSE133028,809.0,577
PB,GSE133028,1040.0,679
PB,GSE133028,5207.0,2113
PB,GSE133028,10001.0,2963
PB,GSE133028,1222.0,730
PB,GSE133028,867.0,529
PB,GSE133028,4216.0,1793
PB,GSE133028,4811.0,1632
PB,GSE133028,533.0,394
PB,GSE133028,3354.0,2089
PB,GSE133028,4101.0,1613
PB,GSE133028,3574.0,1450
PB,GSE133028,880.0,566
PB,GSE133028,1752.0,833
PB,GSE133028,4015.0,1889
PB,GSE133028,1954.0,890
PB,GSE133028,612.0,416
PB,GSE133028,4353.0,1456
PB,GSE133028,3376.0,2145
PB,GSE133028,705.0,490
PB,GSE133028,919.0,651
PB,GSE133028,2016.0,1402
PB,GSE133028,5359.0,1664
PB,GSE133028,2609.0,1420
PB,GSE133028,3894.0,1389
PB,GSE133028,720.0,568
PB,GSE133028,4575.0,1548
PB,GSE133028,2519.0,1087
PB,GSE133028,4722.0,1407
PB,GSE133028,3613.0,1572
PB,GSE133028,4255.0,1346
PB,GSE133028,1683.0,790
PB,GSE133028,1372.0,653
PB,GSE133028,885.0,572
PB,GSE133028,4741.0,1570
PB,GSE133028,1157.0,714
PB,GSE133028,1478.0,666
PB,GSE133028,1258.0,768
PB,GSE133028,3466.0,1533
PB,GSE133028,5928.0,2906
PB,GSE133028,4953.0,2579
PB,GSE133028,7050.0,2385
PB,GSE133028,2081.0,1225
PB,GSE133028,769.0,538
PB,GSE133028,4371.0,1461
PB,GSE133028,3817.0,1832
PB,GSE133028,1875.0,930
PB,GSE133028,633.0,448
PB,GSE133028,4150.0,1611
PB,GSE133028,5469.0,1765
PB,GSE133028,1579.0,831
PB,GSE133028,4846.0,1582
PB,GSE133028,6048.0,1697
PB,GSE133028,658.0,523
PB,GSE133028,5103.0,1932
PB,GSE133028,3984.0,1724
PB,GSE133028,3578.0,1668
PB,GSE133028,707.0,492
PB,GSE133028,4381.0,1918
PB,GSE133028,907.0,598
PB,GSE133028,4120.0,1641
PB,GSE133028,4289.0,1492
PB,GSE133028,6786.0,1934
PB,GSE133028,3540.0,1898
PB,GSE133028,10165.0,2817
PB,GSE133028,522.0,383
PB,GSE133028,1030.0,674
PB,GSE133028,3146.0,1545
PB,GSE133028,3388.0,1615
PB,GSE133028,4428.0,2145
PB,GSE133028,872.0,506
PB,GSE133028,1759.0,612
PB,GSE133028,4455.0,1415
PB,GSE133028,1061.0,764
PB,GSE133028,3592.0,1691
PB,GSE133028,4096.0,1654
PB,GSE133028,6489.0,1905
PB,GSE133028,789.0,511
PB,GSE133028,3505.0,1520
PB,GSE133028,4102.0,1460
PB,GSE133028,2383.0,1130
PB,GSE133028,5526.0,1607
PB,GSE133028,1494.0,916
PB,GSE133028,5352.0,1642
PB,GSE133028,1146.0,617
PB,GSE133028,8300.0,3046
PB,GSE133028,765.0,546
PB,GSE133028,3292.0,1081
PB,GSE133028,3287.0,1570
PB,GSE133028,4900.0,1593
PB,GSE133028,1406.0,613
PB,GSE133028,661.0,477
PB,GSE133028,747.0,567
PB,GSE133028,3127.0,1677
PB,GSE133028,726.0,483
PB,GSE133028,947.0,596
PB,GSE133028,2185.0,1052
PB,GSE133028,777.0,593
PB,GSE133028,603.0,439
PB,GSE133028,2125.0,825
PB,GSE133028,2937.0,1512
PB,GSE133028,501.0,341
PB,GSE133028,555.0,464
PB,GSE133028,3095.0,1419
PB,GSE133028,4790.0,1462
PB,GSE133028,6779.0,1996
PB,GSE133028,4563.0,1311
PB,GSE133028,957.0,543
PB,GSE133028,720.0,505
PB,GSE133028,14585.0,3337
PB,GSE133028,2997.0,1431
PB,GSE133028,12219.0,2921
PB,GSE133028,9428.0,2893
PB,GSE133028,3623.0,1321
PB,GSE133028,5114.0,1658
PB,GSE133028,2983.0,1125
PB,GSE133028,3278.0,1628
PB,GSE133028,2358.0,1611
PB,GSE133028,4602.0,1652
PB,GSE133028,5939.0,1768
PB,GSE133028,1562.0,1008
PB,GSE133028,4158.0,1732
PB,GSE133028,3874.0,1591
PB,GSE133028,672.0,493
PB,GSE133028,1846.0,1174
PB,GSE133028,1127.0,703
PB,GSE133028,906.0,538
PB,GSE133028,2497.0,1152
PB,GSE133028,3737.0,1597
PB,GSE133028,4335.0,1493
PB,GSE133028,650.0,502
PB,GSE133028,633.0,417
PB,GSE133028,3374.0,1577
PB,GSE133028,7494.0,2665
PB,GSE133028,775.0,594
PB,GSE133028,6316.0,2861
PB,GSE133028,2318.0,1269
PB,GSE133028,2662.0,1485
PB,GSE133028,1011.0,673
PB,GSE133028,3360.0,1304
PB,GSE133028,724.0,497
PB,GSE133028,3343.0,1470
PB,GSE133028,3905.0,1387
PB,GSE133028,545.0,392
PB,GSE133028,5445.0,1715
PB,GSE133028,9114.0,3761
PB,GSE133028,1028.0,683
PB,GSE133028,1373.0,645
PB,GSE133028,7285.0,2298
PB,GSE133028,5419.0,1724
PB,GSE133028,3269.0,1329
PB,GSE133028,3659.0,1626
PB,GSE133028,3468.0,1517
PB,GSE133028,5150.0,1819
PB,GSE133028,3466.0,1251
PB,GSE133028,2773.0,1753
PB,GSE133028,5566.0,1776
PB,GSE133028,1991.0,1306
PB,GSE133028,2340.0,1294
PB,GSE133028,4380.0,1667
PB,GSE133028,5469.0,1724
PB,GSE133028,768.0,530
PB,GSE133028,2823.0,1245
PB,GSE133028,870.0,590
PB,GSE133028,6686.0,2010
PB,GSE133028,2636.0,1431
PB,GSE133028,1367.0,762
PB,GSE133028,1773.0,993
PB,GSE133028,1202.0,771
PB,GSE133028,4802.0,1717
PB,GSE133028,8512.0,2862
PB,GSE133028,6878.0,2877
PB,GSE133028,1592.0,921
PB,GSE133028,2906.0,1195
PB,GSE133028,4264.0,1470
PB,GSE133028,3811.0,1291
PB,GSE133028,2128.0,1124
PB,GSE133028,2841.0,1056
PB,GSE133028,5045.0,1580
PB,GSE133028,4018.0,1407
PB,GSE133028,4804.0,1763
PB,GSE133028,4783.0,1725
PB,GSE133028,4315.0,1480
PB,GSE133028,5161.0,1798
PB,GSE133028,3072.0,1550
PB,GSE133028,4175.0,1663
PB,GSE133028,2732.0,1265
PB,GSE133028,7832.0,2669
PB,GSE133028,830.0,626
PB,GSE133028,5801.0,2751
PB,GSE133028,2145.0,1234
PB,GSE133028,3416.0,1375
PB,GSE133028,3250.0,1588
PB,GSE133028,2341.0,1159
PB,GSE133028,3878.0,1257
PB,GSE133028,4224.0,2419
PB,GSE133028,4408.0,1614
PB,GSE133028,1288.0,716
PB,GSE133028,5800.0,1894
PB,GSE133028,3954.0,1339
PB,GSE133028,2971.0,1392
PB,GSE133028,6378.0,2239
PB,GSE133028,3496.0,1618
PB,GSE133028,804.0,530
PB,GSE133028,3716.0,1795
PB,GSE133028,5315.0,2069
PB,GSE133028,1784.0,864
PB,GSE133028,2474.0,1142
PB,GSE133028,579.0,419
PB,GSE133028,2751.0,1060
PB,GSE133028,4330.0,1972
PB,GSE133028,5636.0,1802
PB,GSE133028,4630.0,2057
PB,GSE133028,3144.0,1500
PB,GSE133028,796.0,596
PB,GSE133028,3241.0,1173
PB,GSE133028,4804.0,1926
PB,GSE133028,3701.0,1548
PB,GSE133028,5202.0,1624
PB,GSE133028,534.0,224
PB,GSE133028,4304.0,2099
PB,GSE133028,2446.0,1433
PB,GSE133028,6342.0,2327
PB,GSE133028,3494.0,1549
PB,GSE133028,4795.0,1533
PB,GSE133028,4171.0,1784
PB,GSE133028,4378.0,1644
PB,GSE133028,1507.0,895
PB,GSE133028,2678.0,1469
PB,GSE133028,11949.0,3980
PB,GSE133028,3957.0,1638
PB,GSE133028,6176.0,2234
PB,GSE133028,4311.0,2435
PB,GSE133028,826.0,528
PB,GSE133028,4158.0,1472
PB,GSE133028,2379.0,1600
PB,GSE133028,5188.0,1825
PB,GSE133028,2571.0,1701
PB,GSE133028,5660.0,2235
PB,GSE133028,653.0,385
PB,GSE133028,2490.0,1131
PB,GSE133028,6086.0,2035
PB,GSE133028,1764.0,1056
PB,GSE133028,2692.0,1382
PB,GSE133028,7025.0,2528
PB,GSE133028,8041.0,2932
PB,GSE133028,592.0,429
PB,GSE133028,6005.0,2445
PB,GSE133028,4548.0,2068
PB,GSE133028,5367.0,1818
PB,GSE133028,2803.0,1295
PB,GSE133028,7406.0,2592
PB,GSE133028,6738.0,1837
PB,GSE133028,1691.0,892
PB,GSE133028,964.0,573
PB,GSE133028,6821.0,2265
PB,GSE133028,2212.0,1225
PB,GSE133028,501.0,358
PB,GSE133028,3830.0,1476
PB,GSE133028,2110.0,891
PB,GSE133028,3311.0,2017
PB,GSE133028,1936.0,1076
PB,GSE133028,3962.0,1339
PB,GSE133028,4168.0,1969
PB,GSE133028,3377.0,1325
PB,GSE133028,5344.0,2674
PB,GSE133028,4838.0,1862
PB,GSE133028,2234.0,1238
PB,GSE133028,618.0,450
PB,GSE133028,3843.0,1797
PB,GSE133028,636.0,454
PB,GSE133028,5785.0,2123
PB,GSE133028,7668.0,2658
PB,GSE133028,5485.0,1569
PB,GSE133028,879.0,673
PB,GSE133028,672.0,493
PB,GSE133028,1748.0,746
PB,GSE133028,724.0,537
PB,GSE133028,3484.0,1686
PB,GSE133028,2184.0,968
PB,GSE133028,3656.0,1583
PB,GSE133028,3562.0,1411
PB,GSE133028,3549.0,1425
PB,GSE133028,2993.0,1067
PB,GSE133028,4936.0,1695
PB,GSE133028,3217.0,1128
PB,GSE133028,2177.0,1140
PB,GSE133028,2759.0,1374
PB,GSE133028,3862.0,1274
PB,GSE133028,712.0,559
PB,GSE133028,3323.0,1161
PB,GSE133028,2443.0,1280
PB,GSE133028,15243.0,3461
PB,GSE133028,6395.0,1940
PB,GSE133028,694.0,507
PB,GSE133028,3270.0,1735
PB,GSE133028,870.0,596
PB,GSE133028,5664.0,1759
PB,GSE133028,2478.0,1333
PB,GSE133028,12433.0,3602
PB,GSE133028,905.0,686
PB,GSE133028,5165.0,1985
PB,GSE133028,3758.0,1160
PB,GSE133028,4216.0,1480
PB,GSE133028,3677.0,1387
PB,GSE133028,2734.0,1158
PB,GSE133028,1665.0,842
PB,GSE133028,4172.0,1904
PB,GSE133028,667.0,471
PB,GSE133028,2382.0,1125
PB,GSE133028,511.0,375
PB,GSE133028,7409.0,2740
PB,GSE133028,6447.0,1936
PB,GSE133028,3622.0,1288
PB,GSE133028,703.0,510
PB,GSE133028,5538.0,2659
PB,GSE133028,2471.0,1048
PB,GSE133028,5090.0,1611
PB,GSE133028,4024.0,1405
PB,GSE133028,10648.0,2884
PB,GSE133028,1388.0,848
PB,GSE133028,3456.0,1635
PB,GSE133028,6397.0,1923
PB,GSE133028,4630.0,1971
PB,GSE133028,4281.0,2219
PB,GSE133028,2381.0,1378
PB,GSE133028,4392.0,1518
PB,GSE133028,3851.0,1522
PB,GSE133028,558.0,429
PB,GSE133028,4697.0,1451
PB,GSE133028,3795.0,1344
PB,GSE133028,3270.0,1621
PB,GSE133028,1114.0,846
PB,GSE133028,7406.0,3076
PB,GSE133028,1055.0,772
PB,GSE133028,4589.0,1972
PB,GSE133028,781.0,523
PB,GSE133028,862.0,665
PB,GSE133028,3302.0,1612
PB,GSE133028,6065.0,1737
PB,GSE133028,648.0,471
PB,GSE133028,3332.0,1635
PB,GSE133028,5063.0,1710
PB,GSE133028,677.0,487
PB,GSE133028,4552.0,1428
PB,GSE133028,4439.0,2278
PB,GSE133028,5964.0,1807
PB,GSE133028,1007.0,661
PB,GSE133028,5519.0,2359
PB,GSE133028,4545.0,1993
PB,GSE133028,661.0,457
PB,GSE133028,3946.0,1586
PB,GSE133028,5037.0,1670
PB,GSE133028,1320.0,923
PB,GSE133028,1881.0,1195
PB,GSE133028,1551.0,992
PB,GSE133028,8449.0,3196
PB,GSE133028,3156.0,1308
PB,GSE133028,1912.0,1224
PB,GSE133028,3147.0,1259
PB,GSE133028,13530.0,3539
PB,GSE133028,789.0,544
PB,GSE133028,5910.0,1822
PB,GSE133028,3139.0,1461
PB,GSE133028,5077.0,2467
PB,GSE133028,4979.0,2443
PB,GSE133028,1172.0,755
PB,GSE133028,583.0,419
PB,GSE133028,500.0,372
PB,GSE133028,2006.0,1149
PB,GSE133028,5989.0,1776
PB,GSE133028,1658.0,1056
PB,GSE133028,2684.0,1606
PB,GSE133028,5519.0,2014
PB,GSE133028,3678.0,1690
CSF,GSE138266,2566.0,651
CSF,GSE138266,2284.0,844
CSF,GSE138266,17837.0,3022
CSF,GSE138266,3721.0,1058
CSF,GSE138266,3422.0,1130
CSF,GSE138266,4175.0,1159
CSF,GSE138266,2405.0,860
CSF,GSE138266,2540.0,935
CSF,GSE138266,2997.0,1093
CSF,GSE138266,2661.0,806
CSF,GSE138266,7045.0,1770
CSF,GSE138266,3953.0,1286
CSF,GSE138266,2409.0,874
CSF,GSE138266,2241.0,795
CSF,GSE138266,3645.0,1070
CSF,GSE138266,3220.0,886
CSF,GSE138266,3440.0,1038
CSF,GSE138266,2249.0,839
CSF,GSE138266,3234.0,980
CSF,GSE138266,4872.0,1396
CSF,GSE138266,8454.0,1615
CSF,GSE138266,2362.0,993
CSF,GSE138266,3214.0,919
CSF,GSE138266,2450.0,933
CSF,GSE138266,5567.0,1817
CSF,GSE138266,3238.0,789
CSF,GSE138266,2651.0,936
CSF,GSE138266,3694.0,1099
CSF,GSE138266,2209.0,717
CSF,GSE138266,8060.0,1963
CSF,GSE138266,4332.0,1204
CSF,GSE138266,3144.0,922
CSF,GSE138266,2787.0,808
CSF,GSE138266,8826.0,1991
CSF,GSE138266,3436.0,874
CSF,GSE138266,5111.0,1689
CSF,GSE138266,4860.0,1372
CSF,GSE138266,3594.0,1116
CSF,GSE138266,3350.0,937
CSF,GSE138266,2892.0,1024
CSF,GSE138266,2661.0,907
CSF,GSE138266,2448.0,971
CSF,GSE138266,3566.0,926
CSF,GSE138266,3060.0,1150
CSF,GSE138266,2679.0,988
CSF,GSE138266,16801.0,2253
CSF,GSE138266,2880.0,881
CSF,GSE138266,2583.0,932
CSF,GSE138266,5470.0,1330
CSF,GSE138266,3021.0,1080
CSF,GSE138266,2179.0,900
CSF,GSE138266,2905.0,814
CSF,GSE138266,2685.0,840
CSF,GSE138266,2786.0,1093
CSF,GSE138266,2545.0,908
CSF,GSE138266,4329.0,1082
CSF,GSE138266,3840.0,1311
CSF,GSE138266,3177.0,1057
CSF,GSE138266,7306.0,1741
CSF,GSE138266,4793.0,1073
CSF,GSE138266,2979.0,803
CSF,GSE138266,2704.0,986
CSF,GSE138266,2618.0,896
CSF,GSE138266,5939.0,1383
CSF,GSE138266,2440.0,943
CSF,GSE138266,16435.0,1885
CSF,GSE138266,2419.0,925
CSF,GSE138266,2354.0,847
CSF,GSE138266,2517.0,1048
CSF,GSE138266,3244.0,971
CSF,GSE138266,2939.0,927
CSF,GSE138266,3694.0,1009
CSF,GSE138266,3467.0,1064
CSF,GSE138266,2330.0,863
CSF,GSE138266,2358.0,930
CSF,GSE138266,3471.0,1079
CSF,GSE138266,2484.0,788
CSF,GSE138266,2517.0,758
CSF,GSE138266,6847.0,2006
CSF,GSE138266,2610.0,902
CSF,GSE138266,6017.0,1746
CSF,GSE138266,4631.0,1566
CSF,GSE138266,2556.0,769
CSF,GSE138266,5823.0,1776
CSF,GSE138266,2480.0,805
CSF,GSE138266,2351.0,759
CSF,GSE138266,2455.0,910
CSF,GSE138266,3178.0,1059
CSF,GSE138266,2795.0,946
CSF,GSE138266,2888.0,948
CSF,GSE138266,3504.0,987
CSF,GSE138266,3076.0,1072
CSF,GSE138266,3555.0,1341
CSF,GSE138266,2538.0,924
CSF,GSE138266,8022.0,1890
CSF,GSE138266,4066.0,1236
CSF,GSE138266,6923.0,1591
CSF,GSE138266,6524.0,1641
CSF,GSE138266,2362.0,915
CSF,GSE138266,2259.0,962
CSF,GSE138266,5392.0,1431
CSF,GSE138266,2574.0,992
CSF,GSE138266,3281.0,876
CSF,GSE138266,3101.0,930
CSF,GSE138266,4392.0,1367
CSF,GSE138266,2992.0,1007
CSF,GSE138266,3209.0,946
CSF,GSE138266,3046.0,999
CSF,GSE138266,3996.0,1042
CSF,GSE138266,8805.0,2268
CSF,GSE138266,3036.0,964
CSF,GSE138266,3082.0,1046
CSF,GSE138266,3700.0,1081
CSF,GSE138266,3501.0,1070
CSF,GSE138266,2201.0,831
CSF,GSE138266,2723.0,1026
CSF,GSE138266,2644.0,956
CSF,GSE138266,3990.0,1025
CSF,GSE138266,3489.0,1151
CSF,GSE138266,4593.0,1089
CSF,GSE138266,2498.0,975
CSF,GSE138266,6981.0,1778
CSF,GSE138266,2916.0,1045
CSF,GSE138266,2351.0,831
CSF,GSE138266,3744.0,1122
CSF,GSE138266,4537.0,1072
CSF,GSE138266,2353.0,897
CSF,GSE138266,3028.0,981
CSF,GSE138266,2453.0,930
CSF,GSE138266,2912.0,944
